ID,Sexo,Idade,CartaodeCredito,ChequeEspecial,Renda,LimiteCartaodeCredito,LimiteChequeEspecial,Devedor,SaldoDevedor
819,0,30,0,0,"2981,14","0,00","0,00","0,00","0,00"
820,0,31,0,0,"3035,39","0,00","0,00","0,00","0,00"
821,0,25,1,0,"2467,29","3700,94","0,00","0,00","0,00"
822,0,35,0,0,"3542,43","0,00","0,00","0,00","0,00"
823,0,30,0,0,"3558,52","0,00","0,00","0,00","0,00"
824,1,26,0,1,"2060,37","0,00","2060,37","0,00","0,00"
825,1,31,1,1,"3421,53","5132,30","3421,53","0,00","0,00"
826,0,33,1,0,"3049,09","4573,63","0,00","1,00","14543,08"
827,0,24,1,0,"2626,12","3939,18","0,00","1,00","10352,72"
828,0,36,1,0,"3438,93","5158,40","0,00","0,00","0,00"
829,0,29,1,0,"3149,90","4724,84","0,00","0,00","0,00"
830,1,34,1,1,"3324,55","4986,82","3324,55","0,00","0,00"
831,0,30,0,0,"2816,86","0,00","0,00","0,00","0,00"
832,1,28,0,1,"2456,10","0,00","2456,10","0,00","0,00"
833,0,22,0,0,"1980,53","0,00","0,00","0,00","0,00"
834,1,25,1,1,"2409,28","3613,92","2409,28","0,00","0,00"
835,0,29,1,0,"2888,30","4332,45","0,00","0,00","0,00"
836,0,33,0,0,"3469,73","0,00","0,00","0,00","0,00"
837,1,22,0,1,"2183,22","0,00","2183,22","0,00","0,00"
838,0,35,0,0,"3931,35","0,00","0,00","0,00","0,00"
839,0,35,1,0,"3066,05","4599,07","0,00","0,00","0,00"
840,0,25,0,0,"2638,72","0,00","0,00","0,00","0,00"
841,1,31,0,1,"3384,17","0,00","3384,17","0,00","0,00"
842,1,25,1,1,"2627,57","3941,35","2627,57","0,00","0,00"
843,0,29,0,0,"2862,58","0,00","0,00","0,00","0,00"
844,0,33,1,0,"3133,23","4699,84","0,00","1,00","14630,01"
845,0,33,0,0,"2834,83","0,00","0,00","0,00","0,00"
846,0,26,0,0,"2198,65","0,00","0,00","0,00","0,00"
847,1,28,0,1,"2995,61","0,00","2995,61","0,00","0,00"
848,0,26,1,1,"2517,29","3775,93","2517,29","0,00","0,00"
849,0,31,1,0,"2630,57","3945,85","0,00","0,00","0,00"
850,0,23,0,0,"2418,54","0,00","0,00","0,00","0,00"
851,0,19,0,0,"2050,03","0,00","0,00","0,00","0,00"
852,1,35,0,1,"2747,15","0,00","2747,15","0,00","0,00"
853,1,39,0,1,"4616,91","0,00","4616,91","0,00","0,00"
854,1,28,0,1,"3145,82","0,00","3145,82","1,00","7874,62"
855,0,33,0,0,"2882,13","0,00","0,00","1,00","0,00"
856,0,29,0,0,"2666,78","0,00","0,00","0,00","0,00"
857,1,35,0,1,"3572,92","0,00","3572,92","1,00","13553,55"
858,0,32,0,0,"3316,61","0,00","0,00","1,00","0,00"
859,0,30,1,0,"2642,84","3964,26","0,00","0,00","0,00"
860,1,22,0,1,"2059,84","0,00","2059,84","1,00","5313,86"
861,0,34,0,0,"4448,47","0,00","0,00","1,00","0,00"
862,0,28,0,0,"3062,50","0,00","0,00","1,00","0,00"
863,0,24,0,0,"2733,73","0,00","0,00","0,00","0,00"
864,0,29,0,0,"2669,91","0,00","0,00","0,00","0,00"
865,0,29,1,0,"2810,79","4216,18","0,00","0,00","0,00"
866,0,34,0,0,"2940,53","0,00","0,00","0,00","0,00"
867,0,25,0,0,"2590,61","0,00","0,00","0,00","0,00"
868,0,27,0,0,"2686,43","0,00","0,00","0,00","0,00"
869,0,35,1,0,"4309,14","6463,71","0,00","1,00","17085,73"
870,0,35,0,0,"3388,64","0,00","0,00","0,00","0,00"
871,0,34,1,0,"3403,64","5105,46","0,00","0,00","0,00"
872,0,36,0,0,"3261,17","0,00","0,00","1,00","0,00"
873,1,30,0,1,"3069,10","0,00","3069,10","0,00","0,00"
874,0,27,1,0,"2488,36","3732,54","0,00","0,00","0,00"
875,1,32,0,0,"2867,70","0,00","0,00","0,00","0,00"
876,0,34,1,0,"3364,57","5046,86","0,00","0,00","0,00"
877,0,39,0,0,"3547,71","0,00","0,00","1,00","0,00"
878,0,22,0,1,"2010,25","0,00","2010,25","0,00","0,00"
879,1,31,1,1,"3258,03","4887,04","3258,03","0,00","0,00"
880,0,32,0,0,"3548,44","0,00","0,00","0,00","0,00"
881,0,29,0,1,"3152,01","0,00","3152,01","0,00","0,00"
882,1,23,1,1,"2298,81","3448,22","2298,81","1,00","13319,58"
883,0,32,0,0,"3229,13","0,00","0,00","0,00","0,00"
884,0,26,0,0,"2403,04","0,00","0,00","1,00","0,00"
885,1,32,0,1,"3294,45","0,00","3294,45","0,00","0,00"
886,1,33,1,0,"3629,57","5444,36","0,00","0,00","0,00"
887,0,35,1,0,"3159,84","4739,76","0,00","1,00","18686,79"
888,0,23,0,0,"2529,83","0,00","0,00","0,00","0,00"
889,0,34,0,1,"3179,10","0,00","3179,10","0,00","0,00"
890,0,26,0,0,"2711,85","0,00","0,00","0,00","0,00"
891,0,24,1,1,"2066,77","3100,16","2066,77","0,00","0,00"
892,1,35,1,1,"3559,90","5339,85","3559,90","1,00","24843,29"
893,0,34,0,0,"3845,64","0,00","0,00","0,00","0,00"
894,0,29,1,0,"2877,31","4315,96","0,00","0,00","0,00"
895,1,33,0,1,"2777,69","0,00","2777,69","0,00","0,00"
896,1,26,0,1,"3024,16","0,00","3024,16","0,00","0,00"
897,0,29,1,0,"2661,64","3992,46","0,00","1,00","9954,50"
898,0,29,0,0,"2615,65","0,00","0,00","0,00","0,00"
899,0,28,1,0,"2627,66","3941,49","0,00","1,00","10867,64"
900,1,32,1,1,"2881,42","4322,13","2881,42","0,00","0,00"
901,1,36,1,1,"3671,00","5506,51","3671,00","0,00","0,00"
902,0,28,0,0,"2893,29","0,00","0,00","0,00","0,00"
903,1,29,0,1,"2795,28","0,00","2795,28","0,00","0,00"
904,0,36,1,0,"3896,04","5844,06","0,00","0,00","0,00"
905,0,28,0,0,"2924,82","0,00","0,00","1,00","0,00"
906,0,19,1,1,"1656,96","2485,44","1656,96","0,00","0,00"
907,1,32,1,0,"3411,08","5116,62","0,00","0,00","0,00"
908,1,26,0,1,"2262,26","0,00","2262,26","1,00","9433,35"
909,1,26,0,1,"2578,22","0,00","2578,22","0,00","0,00"
910,0,35,1,0,"3404,28","5106,43","0,00","1,00","17944,87"
911,0,39,0,0,"3588,44","0,00","0,00","0,00","0,00"
912,0,25,1,0,"2781,55","4172,32","0,00","0,00","0,00"
913,1,34,0,1,"3408,77","0,00","3408,77","0,00","0,00"
914,0,29,0,0,"3050,38","0,00","0,00","0,00","0,00"
915,0,30,0,0,"2986,44","0,00","0,00","0,00","0,00"
916,1,34,0,1,"3099,34","0,00","3099,34","0,00","0,00"
917,0,30,0,0,"3174,36","0,00","0,00","0,00","0,00"
918,0,26,0,0,"2392,82","0,00","0,00","0,00","0,00"
919,0,28,0,0,"3037,87","0,00","0,00","1,00","0,00"
920,0,32,1,1,"3973,46","5960,19","3973,46","0,00","0,00"
921,1,20,1,1,"2068,63","3102,95","2068,63","1,00","16323,00"
922,0,34,0,0,"3629,41","0,00","0,00","1,00","0,00"
923,0,23,1,0,"2400,56","3600,84","0,00","1,00","9145,38"
924,1,30,1,1,"3375,29","5062,93","3375,29","0,00","0,00"
925,0,29,1,1,"2537,74","3806,61","2537,74","0,00","0,00"
926,0,35,1,1,"3165,19","4747,79","3165,19","0,00","0,00"
927,0,30,1,0,"3022,18","4533,26","0,00","1,00","18419,80"
928,0,30,1,0,"2982,08","4473,12","0,00","0,00","0,00"
929,0,32,1,0,"2831,72","4247,58","0,00","0,00","0,00"
930,1,26,1,1,"2144,01","3216,02","2144,01","0,00","0,00"
931,1,29,0,0,"2763,23","0,00","0,00","0,00","0,00"
932,0,34,1,1,"3959,36","5939,04","3959,36","0,00","0,00"
933,1,32,0,1,"3918,13","0,00","3918,13","0,00","0,00"
934,0,24,0,0,"2600,45","0,00","0,00","1,00","0,00"
935,1,32,1,1,"2681,50","4022,24","2681,50","0,00","0,00"
936,0,24,0,0,"2579,91","0,00","0,00","0,00","0,00"
937,0,27,1,0,"2554,15","3831,23","0,00","0,00","0,00"
938,1,34,1,1,"3443,52","5165,28","3443,52","1,00","18338,95"
939,1,20,1,1,"2135,50","3203,25","2135,50","0,00","0,00"
940,0,22,1,0,"2565,19","3847,78","0,00","0,00","0,00"
941,1,35,1,1,"3547,03","5320,55","3547,03","0,00","0,00"
942,0,26,1,0,"2417,11","3625,67","0,00","0,00","0,00"
943,0,34,1,0,"3660,08","5490,12","0,00","1,00","16085,49"
944,0,29,1,1,"3137,73","4706,60","3137,73","0,00","0,00"
945,0,31,0,0,"3380,19","0,00","0,00","0,00","0,00"
946,0,33,0,0,"3677,45","0,00","0,00","0,00","0,00"
947,0,27,1,0,"2777,96","4166,95","0,00","0,00","0,00"
948,0,28,1,0,"2535,89","3803,83","0,00","0,00","0,00"
949,0,28,1,1,"2837,30","4255,95","2837,30","0,00","0,00"
950,0,41,0,1,"3377,52","0,00","3377,52","0,00","0,00"
951,0,30,1,0,"3345,24","5017,86","0,00","1,00","16877,69"
952,0,31,0,0,"3256,76","0,00","0,00","0,00","0,00"
953,1,28,0,1,"2996,75","0,00","2996,75","0,00","0,00"
954,0,29,0,0,"2946,72","0,00","0,00","0,00","0,00"
955,0,35,0,0,"2663,07","0,00","0,00","0,00","0,00"
956,1,28,0,1,"2629,29","0,00","2629,29","0,00","0,00"
957,0,30,0,0,"3283,30","0,00","0,00","1,00","0,00"
958,0,31,1,0,"3015,15","4522,73","0,00","0,00","0,00"
959,0,28,1,0,"3034,37","4551,56","0,00","0,00","0,00"
960,0,37,1,0,"3353,08","5029,62","0,00","0,00","0,00"
961,0,24,1,1,"2461,95","3692,92","2461,95","1,00","18382,06"
962,0,38,0,0,"3591,75","0,00","0,00","1,00","0,00"
963,0,28,1,0,"2618,24","3927,35","0,00","0,00","0,00"
964,0,35,1,0,"3434,96","5152,44","0,00","1,00","15902,70"
965,1,22,1,1,"2577,25","3865,87","2577,25","0,00","0,00"
966,0,33,0,1,"3356,83","0,00","3356,83","0,00","0,00"
967,0,33,0,1,"3373,40","0,00","3373,40","0,00","0,00"
968,0,24,1,0,"2782,04","4173,06","0,00","1,00","12790,37"
969,1,26,0,1,"2525,20","0,00","2525,20","0,00","0,00"
970,0,30,0,0,"3155,32","0,00","0,00","0,00","0,00"
971,1,34,1,0,"3154,15","4731,22","0,00","1,00","13098,55"
972,0,26,0,0,"2820,57","0,00","0,00","0,00","0,00"
973,1,29,1,1,"2509,38","3764,06","2509,38","0,00","0,00"
974,0,36,0,0,"3579,90","0,00","0,00","0,00","0,00"
975,0,25,0,1,"2781,93","0,00","2781,93","0,00","0,00"
976,0,33,1,1,"3741,69","5612,53","3741,69","1,00","30511,45"
977,1,31,1,1,"3073,19","4609,79","3073,19","0,00","0,00"
978,0,25,1,0,"1902,56","2853,85","0,00","0,00","0,00"
979,0,27,1,0,"3144,22","4716,33","0,00","0,00","0,00"
980,0,33,0,0,"3094,56","0,00","0,00","1,00","0,00"
981,0,30,0,0,"3215,45","0,00","0,00","0,00","0,00"
982,1,35,1,1,"2906,18","4359,26","2906,18","0,00","0,00"
983,1,27,0,1,"2579,54","0,00","2579,54","1,00","10856,34"
984,0,23,0,1,"2675,14","0,00","2675,14","0,00","0,00"
985,1,34,1,1,"3516,60","5274,90","3516,60","1,00","26630,60"
986,1,27,1,1,"2792,76","4189,14","2792,76","0,00","0,00"
987,0,30,0,0,"3269,40","0,00","0,00","1,00","0,00"
988,0,36,0,1,"3108,70","0,00","3108,70","1,00","9267,46"
989,0,28,1,0,"2808,90","4213,35","0,00","1,00","14436,68"
990,0,36,1,0,"3770,95","5656,43","0,00","0,00","0,00"
991,0,25,0,1,"2783,21","0,00","2783,21","0,00","0,00"
992,0,33,1,1,"3032,90","4549,35","3032,90","0,00","0,00"
993,0,30,0,0,"3070,27","0,00","0,00","0,00","0,00"
994,0,27,0,0,"2879,89","0,00","0,00","0,00","0,00"
995,0,24,1,0,"3291,77","4937,66","0,00","1,00","15729,16"
996,1,30,1,1,"3476,96","5215,44","3476,96","0,00","0,00"
997,0,31,1,0,"2365,12","3547,68","0,00","0,00","0,00"
998,0,31,1,0,"3105,34","4658,01","0,00","0,00","0,00"
999,1,32,1,0,"3261,15","4891,72","0,00","0,00","0,00"
1000,0,28,1,0,"3029,09","4543,63","0,00","0,00","0,00"
1001,0,27,0,0,"2511,21","0,00","0,00","0,00","0,00"
1002,0,30,1,0,"3298,94","4948,40","0,00","0,00","0,00"
1003,0,27,1,1,"2512,96","3769,44","2512,96","1,00","16726,63"
1004,1,34,1,1,"3364,82","5047,22","3364,82","1,00","20239,55"
1005,1,30,1,1,"3181,16","4771,74","3181,16","0,00","0,00"
1006,0,27,1,1,"2535,83","3803,74","2535,83","0,00","0,00"
1007,1,22,1,1,"2218,67","3328,01","2218,67","0,00","0,00"
1008,0,27,1,0,"3126,06","4689,09","0,00","0,00","0,00"
1009,0,38,0,0,"3623,81","0,00","0,00","0,00","0,00"
1010,0,27,1,0,"2387,20","3580,80","0,00","1,00","11456,16"
1011,0,26,1,1,"2788,16","4182,24","2788,16","0,00","0,00"
1012,0,32,1,0,"2948,95","4423,42","0,00","0,00","0,00"
1013,0,31,0,0,"3016,80","0,00","0,00","0,00","0,00"
1014,0,33,0,0,"3467,57","0,00","0,00","1,00","0,00"
1015,0,28,0,0,"2929,17","0,00","0,00","0,00","0,00"
1016,1,34,0,0,"3801,01","0,00","0,00","0,00","0,00"
1017,0,25,0,0,"2330,15","0,00","0,00","1,00","0,00"
1018,0,29,0,0,"2807,60","0,00","0,00","1,00","0,00"
1019,0,27,0,0,"2522,33","0,00","0,00","0,00","0,00"
1020,0,32,0,1,"3147,96","0,00","3147,96","0,00","0,00"
1021,0,30,1,1,"3596,80","5395,21","3596,80","0,00","0,00"
1022,1,34,1,1,"3379,24","5068,86","3379,24","0,00","0,00"
1023,0,38,1,0,"3789,43","5684,15","0,00","0,00","0,00"
1024,0,30,0,0,"3153,46","0,00","0,00","0,00","0,00"
1025,1,27,1,1,"2371,48","3557,21","2371,48","1,00","24323,17"
1026,0,26,1,0,"2847,94","4271,90","0,00","0,00","0,00"
1027,0,28,1,1,"2783,66","4175,49","2783,66","0,00","0,00"
1028,0,29,0,0,"2695,57","0,00","0,00","0,00","0,00"
1029,0,37,0,0,"3838,50","0,00","0,00","0,00","0,00"
1030,0,25,0,0,"2454,21","0,00","0,00","0,00","0,00"
1031,0,25,0,0,"2462,10","0,00","0,00","1,00","0,00"
1032,0,28,1,0,"2767,84","4151,75","0,00","0,00","0,00"
1033,0,32,0,0,"3695,11","0,00","0,00","0,00","0,00"
1034,0,33,0,0,"3117,54","0,00","0,00","0,00","0,00"
1035,0,26,0,0,"2848,11","0,00","0,00","0,00","0,00"
1036,0,30,0,0,"3049,33","0,00","0,00","0,00","0,00"
1037,0,29,1,0,"2819,46","4229,19","0,00","0,00","0,00"
1038,0,34,0,0,"3180,90","0,00","0,00","0,00","0,00"
1039,0,34,0,0,"3275,18","0,00","0,00","0,00","0,00"
1040,0,28,1,0,"2722,74","4084,12","0,00","0,00","0,00"
1041,1,30,0,1,"3327,19","0,00","3327,19","0,00","0,00"
1042,1,32,1,1,"2949,96","4424,94","2949,96","0,00","0,00"
1043,0,23,1,1,"2677,96","4016,95","2677,96","0,00","0,00"
1044,0,28,1,0,"2752,18","4128,27","0,00","0,00","0,00"
1045,0,32,0,1,"2990,83","0,00","2990,83","1,00","10358,24"
1046,0,27,0,0,"2508,86","0,00","0,00","0,00","0,00"
1047,0,29,1,0,"2954,55","4431,83","0,00","0,00","0,00"
1048,0,29,0,0,"3406,93","0,00","0,00","1,00","0,00"
1049,1,27,1,1,"2639,45","3959,17","2639,45","1,00","18312,05"
1050,1,26,1,0,"2575,11","3862,67","0,00","0,00","0,00"
1051,1,29,1,0,"2959,47","4439,21","0,00","0,00","0,00"
1052,1,28,1,1,"2817,76","4226,63","2817,76","0,00","0,00"
1053,1,33,1,1,"3055,25","4582,88","3055,25","1,00","36001,39"
1054,0,36,1,0,"3955,78","5933,68","0,00","0,00","0,00"
1055,0,29,0,1,"2543,15","0,00","2543,15","0,00","0,00"
1056,0,31,0,1,"2796,18","0,00","2796,18","0,00","0,00"
1057,0,29,0,0,"2779,52","0,00","0,00","1,00","0,00"
1058,0,32,0,0,"3110,90","0,00","0,00","0,00","0,00"
1059,0,30,0,0,"3316,23","0,00","0,00","1,00","0,00"
1060,1,30,0,0,"2813,08","0,00","0,00","1,00","0,00"
1061,1,34,0,1,"3339,41","0,00","3339,41","1,00","13201,65"
1062,0,26,0,0,"2513,58","0,00","0,00","0,00","0,00"
1063,0,35,1,1,"4061,36","6092,04","4061,36","0,00","0,00"
1064,0,31,0,1,"3549,13","0,00","3549,13","1,00","11378,58"
1065,0,30,1,0,"2682,48","4023,72","0,00","0,00","0,00"
1066,1,27,1,1,"2817,86","4226,79","2817,86","0,00","0,00"
1067,0,29,0,0,"2523,81","0,00","0,00","0,00","0,00"
1068,0,31,0,0,"2842,99","0,00","0,00","0,00","0,00"
1069,1,21,0,1,"1977,86","0,00","1977,86","1,00","4826,64"
1070,0,27,0,0,"2471,23","0,00","0,00","0,00","0,00"
1071,1,32,1,1,"3273,15","4909,72","3273,15","1,00","27922,17"
1072,1,28,1,1,"2712,31","4068,46","2712,31","0,00","0,00"
1073,1,26,0,0,"2679,61","0,00","0,00","1,00","0,00"
1074,1,27,0,1,"3032,00","0,00","3032,00","0,00","0,00"
1075,0,30,1,0,"3351,33","5027,00","0,00","0,00","0,00"
1076,0,23,1,0,"1823,60","2735,41","0,00","0,00","0,00"
1077,0,33,0,0,"3216,04","0,00","0,00","1,00","0,00"
1078,0,21,0,0,"2200,04","0,00","0,00","0,00","0,00"
1079,0,27,0,0,"3014,51","0,00","0,00","0,00","0,00"
1080,0,26,1,0,"2451,67","3677,50","0,00","0,00","0,00"
1081,0,25,0,0,"2531,96","0,00","0,00","0,00","0,00"
1082,0,25,0,0,"2908,01","0,00","0,00","0,00","0,00"
1083,0,31,1,0,"3161,69","4742,53","0,00","0,00","0,00"
1084,0,29,1,1,"3444,01","5166,02","3444,01","0,00","0,00"
1085,1,28,1,1,"2179,31","3268,96","2179,31","0,00","0,00"
1086,0,20,0,0,"2406,78","0,00","0,00","1,00","0,00"
1087,0,24,0,1,"1830,00","0,00","1830,00","0,00","0,00"
1088,0,29,1,0,"3228,59","4842,89","0,00","0,00","0,00"
1089,1,26,1,1,"2876,44","4314,66","2876,44","0,00","0,00"
1090,0,26,1,1,"2501,22","3751,84","2501,22","0,00","0,00"
1091,1,34,1,1,"3287,46","4931,19","3287,46","0,00","0,00"
1092,0,30,0,0,"3106,66","0,00","0,00","0,00","0,00"
1093,0,25,1,0,"2542,47","3813,71","0,00","0,00","0,00"
1094,0,28,0,0,"2866,99","0,00","0,00","0,00","0,00"
1095,1,28,0,1,"3167,92","0,00","3167,92","1,00","9748,23"
1096,1,27,0,1,"2761,90","0,00","2761,90","1,00","5772,25"
1097,1,26,1,1,"2063,29","3094,94","2063,29","0,00","0,00"
1098,0,29,0,0,"3020,72","0,00","0,00","0,00","0,00"
1099,0,32,0,1,"3096,73","0,00","3096,73","0,00","0,00"
1100,0,30,0,0,"3252,87","0,00","0,00","0,00","0,00"
1101,1,29,0,1,"2646,27","0,00","2646,27","0,00","0,00"
1102,1,31,0,0,"3022,32","0,00","0,00","0,00","0,00"
1103,0,33,0,0,"2792,50","0,00","0,00","0,00","0,00"
1104,1,29,0,1,"2469,78","0,00","2469,78","0,00","0,00"
1105,1,31,1,1,"2559,13","3838,70","2559,13","0,00","0,00"
1106,0,25,0,0,"2506,06","0,00","0,00","1,00","0,00"
1107,0,29,1,1,"2104,93","3157,40","2104,93","0,00","0,00"
1108,1,28,1,1,"3151,26","4726,89","3151,26","0,00","0,00"
1109,1,30,1,1,"2804,81","4207,22","2804,81","0,00","0,00"
1110,0,31,0,0,"3104,55","0,00","0,00","0,00","0,00"
1111,0,29,0,0,"3247,45","0,00","0,00","0,00","0,00"
1112,1,26,1,0,"2678,32","4017,48","0,00","0,00","0,00"
1113,0,26,1,0,"2709,64","4064,46","0,00","1,00","13061,63"
1114,0,31,0,0,"2902,65","0,00","0,00","0,00","0,00"
1115,0,35,1,0,"3047,01","4570,51","0,00","1,00","13680,05"
1116,0,26,0,0,"2766,81","0,00","0,00","0,00","0,00"
1117,0,28,0,1,"2743,16","0,00","2743,16","0,00","0,00"
1118,1,31,0,1,"3099,99","0,00","3099,99","0,00","0,00"
1119,0,27,0,0,"2477,36","0,00","0,00","0,00","0,00"
1120,0,30,0,0,"2832,99","0,00","0,00","0,00","0,00"
1121,0,29,0,0,"2235,49","0,00","0,00","0,00","0,00"
1122,0,26,0,0,"2170,38","0,00","0,00","1,00","0,00"
1123,1,33,0,0,"2781,49","0,00","0,00","0,00","0,00"
1124,0,33,0,0,"3240,50","0,00","0,00","1,00","0,00"
1125,0,34,0,1,"3037,42","0,00","3037,42","0,00","0,00"
1126,0,35,0,0,"3636,18","0,00","0,00","0,00","0,00"
1127,1,27,1,1,"2709,51","4064,27","2709,51","0,00","0,00"
1128,0,28,0,0,"2660,43","0,00","0,00","0,00","0,00"
1129,0,31,1,1,"2602,32","3903,47","2602,32","1,00","29107,03"
1130,0,32,1,0,"2985,30","4477,95","0,00","0,00","0,00"
1131,0,28,1,0,"3049,96","4574,94","0,00","0,00","0,00"
1132,1,28,1,0,"2933,50","4400,26","0,00","0,00","0,00"
1133,1,27,0,1,"2615,80","0,00","2615,80","1,00","8995,81"
1134,0,35,1,0,"2714,47","4071,71","0,00","0,00","0,00"
1135,1,19,1,0,"1807,62","2711,43","0,00","0,00","0,00"
1136,1,29,0,1,"2051,96","0,00","2051,96","1,00","6395,02"
1137,0,30,1,0,"3532,15","5298,23","0,00","0,00","0,00"
1138,0,25,0,1,"2508,43","0,00","2508,43","0,00","0,00"
1139,0,31,0,0,"3490,93","0,00","0,00","0,00","0,00"
1140,0,22,1,0,"2161,73","3242,59","0,00","0,00","0,00"
1141,1,33,1,1,"3984,93","5977,40","3984,93","0,00","0,00"
1142,0,23,0,0,"2093,31","0,00","0,00","1,00","0,00"
1143,0,21,0,1,"2275,98","0,00","2275,98","0,00","0,00"
1144,1,26,0,1,"2597,15","0,00","2597,15","0,00","0,00"
1145,0,30,0,0,"3218,14","0,00","0,00","0,00","0,00"
1146,0,27,0,0,"2342,19","0,00","0,00","0,00","0,00"
1147,0,27,0,0,"3304,30","0,00","0,00","0,00","0,00"
1148,0,31,0,1,"3193,76","0,00","3193,76","1,00","7574,91"
1149,0,25,0,0,"2375,82","0,00","0,00","0,00","0,00"
1150,0,29,1,0,"2555,99","3833,99","0,00","0,00","0,00"
1151,1,31,1,0,"2627,14","3940,72","0,00","0,00","0,00"
1152,0,36,1,1,"2946,12","4419,18","2946,12","1,00","20520,30"
1153,1,31,1,1,"2567,56","3851,34","2567,56","0,00","0,00"
1154,1,36,1,1,"3614,30","5421,44","3614,30","0,00","0,00"
1155,0,31,1,0,"3447,68","5171,52","0,00","0,00","0,00"
1156,0,29,0,0,"3002,64","0,00","0,00","1,00","0,00"
1157,0,20,1,0,"1613,58","2420,37","0,00","1,00","5555,09"
1158,1,25,1,1,"2521,44","3782,16","2521,44","0,00","0,00"
1159,0,28,0,0,"3220,02","0,00","0,00","0,00","0,00"
1160,0,32,0,0,"3524,70","0,00","0,00","0,00","0,00"
1161,0,28,0,0,"3316,29","0,00","0,00","0,00","0,00"
1162,0,32,0,0,"3334,27","0,00","0,00","0,00","0,00"
1163,0,25,0,0,"1677,66","0,00","0,00","1,00","0,00"
1164,0,28,0,0,"2979,87","0,00","0,00","0,00","0,00"
1165,0,30,0,0,"3063,93","0,00","0,00","0,00","0,00"
1166,0,28,0,0,"2318,88","0,00","0,00","1,00","0,00"
1167,0,30,0,0,"2960,56","0,00","0,00","0,00","0,00"
1168,0,27,0,0,"2518,59","0,00","0,00","0,00","0,00"
1169,0,31,1,0,"2962,53","4443,79","0,00","1,00","13158,76"
1170,1,29,0,0,"3036,67","0,00","0,00","0,00","0,00"
1171,0,29,0,0,"2728,36","0,00","0,00","0,00","0,00"
1172,0,22,0,0,"2056,58","0,00","0,00","1,00","0,00"
1173,0,27,0,0,"2306,67","0,00","0,00","0,00","0,00"
1174,1,24,0,1,"2441,35","0,00","2441,35","0,00","0,00"
1175,0,23,1,0,"2426,72","3640,08","0,00","1,00","13415,47"
1176,0,28,1,0,"2960,08","4440,12","0,00","0,00","0,00"
1177,1,29,0,1,"3244,86","0,00","3244,86","1,00","9508,67"
1178,0,31,1,0,"2366,75","3550,12","0,00","0,00","0,00"
1179,0,34,1,0,"3411,30","5116,94","0,00","1,00","14026,86"
1180,0,31,0,0,"2686,37","0,00","0,00","1,00","0,00"
1181,0,34,1,0,"3606,99","5410,48","0,00","0,00","0,00"
1182,0,27,0,0,"2721,61","0,00","0,00","0,00","0,00"
1183,0,28,0,1,"2500,76","0,00","2500,76","1,00","7802,82"
1184,1,34,0,1,"3271,63","0,00","3271,63","0,00","0,00"
1185,1,30,0,1,"3420,86","0,00","3420,86","0,00","0,00"
1186,0,23,0,0,"2175,47","0,00","0,00","0,00","0,00"
1187,0,26,0,0,"2151,52","0,00","0,00","0,00","0,00"
1188,1,34,1,1,"3770,33","5655,49","3770,33","0,00","0,00"
1189,0,27,0,0,"3015,84","0,00","0,00","0,00","0,00"
1190,0,31,0,0,"2911,78","0,00","0,00","1,00","0,00"
1191,0,30,1,0,"3496,24","5244,36","0,00","1,00","9753,49"
1192,0,28,0,0,"2753,50","0,00","0,00","1,00","0,00"
1193,0,28,1,0,"2443,27","3664,91","0,00","1,00","13366,33"
1194,1,31,0,1,"3005,13","0,00","3005,13","0,00","0,00"
1195,0,30,0,0,"3076,30","0,00","0,00","0,00","0,00"
1196,0,34,1,0,"3591,24","5386,86","0,00","0,00","0,00"
1197,1,29,1,1,"3011,69","4517,54","3011,69","0,00","0,00"
1198,0,26,0,0,"2921,41","0,00","0,00","0,00","0,00"
1199,1,30,1,1,"3069,28","4603,92","3069,28","0,00","0,00"
1200,0,32,0,0,"3365,37","0,00","0,00","0,00","0,00"
1201,1,39,0,1,"4299,98","0,00","4299,98","1,00","12373,23"
1202,1,28,1,1,"2753,43","4130,15","2753,43","0,00","0,00"
1203,0,28,1,0,"2578,36","3867,54","0,00","0,00","0,00"
1204,1,33,1,1,"3206,89","4810,33","3206,89","0,00","0,00"
1205,0,35,0,1,"3033,32","0,00","3033,32","1,00","8856,19"
1206,1,27,1,1,"2713,42","4070,13","2713,42","0,00","0,00"
1207,0,32,0,0,"3361,22","0,00","0,00","0,00","0,00"
1208,0,27,1,0,"2417,28","3625,91","0,00","0,00","0,00"
1209,1,26,1,1,"2373,94","3560,91","2373,94","0,00","0,00"
1210,0,32,1,0,"2845,31","4267,96","0,00","1,00","12599,68"
1211,0,30,1,0,"2987,87","4481,80","0,00","0,00","0,00"
1212,1,31,1,1,"3539,14","5308,71","3539,14","0,00","0,00"
1213,0,27,1,0,"2529,17","3793,76","0,00","0,00","0,00"
1214,0,37,1,0,"3467,43","5201,15","0,00","0,00","0,00"
1215,0,32,1,0,"3191,90","4787,84","0,00","1,00","15048,42"
1216,1,28,1,1,"2526,87","3790,30","2526,87","1,00","23069,71"
1217,0,32,0,0,"3524,79","0,00","0,00","1,00","0,00"
1218,1,25,1,1,"2424,52","3636,78","2424,52","0,00","0,00"
1219,0,29,0,1,"3228,01","0,00","3228,01","0,00","0,00"
1220,1,35,0,1,"3723,81","0,00","3723,81","0,00","0,00"
1221,0,29,0,0,"3130,54","0,00","0,00","0,00","0,00"
